acid_id,smiles,mw,n_heavy,n_rot,subclass,murcko_scaffold
Ac348,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2cc(C(=O)O)ccc21,460.394,34,3,benzoic,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21
Ac349,O=C(O)c1cc(F)ccc1I,266.009,11,1,benzoic,c1ccccc1
Ac350,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,354.446,26,8,acyclic_ali,O=C1C=CC(=O)C(Cc2ccccc2)=C1
Ac351,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,499.651,37,11,alpha_quat,O=C(CCCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1ccccc1
Ac352,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,491.672,36,1,alpha_quat,O=C1C=CC2C3=CC(=O)C4C5CCCCC5CCC4C3CCC2C1
Ac353,O=C(O)c1cc(Br)cc(I)c1,326.915,11,1,benzoic,c1ccccc1
Ac354,Cc1cc2c(cc1C1(c3ccc(C(=O)O)cn3)CC1)C(C)(C)CCC2(C)C,363.501,27,3,aryl_other,c1ccc(C2(c3ccc4c(c3)CCCC4)CC2)nc1
Ac355,O=C(O)c1ccc2c(c1)C(=O)c1ccccc1-2,224.215,17,1,benzoic,O=C1c2ccccc2-c2ccccc21
Ac356,O=C(O)c1ccc(Cl)cc1Br,235.464,11,1,benzoic,c1ccccc1
Ac357,CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1,234.66,14,2,benzoic,c1ccccc1
Ac358,O=C(O)C(c1ccccc1)C1CCCCC1,218.296,16,3,acyclic_ali,c1ccc(CC2CCCCC2)cc1
Ac360,O=C(O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,242.177,17,2,alpha_quat,c1cc2c(cc1C1CC1)OCO2
Ac362,O=C(O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],235.117,16,2,benzoic,c1ccccc1
Ac365,COc1ccc(C(=O)CCC(=O)O)cc1OC,238.239,17,6,acyclic_ali,c1ccccc1
Ac372,O=C(O)c1ccc(F)c(Br)c1,219.009,11,1,benzoic,c1ccccc1
Ac373,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,471.497,31,7,acyclic_ali,c1ccc(SCc2cnc(-c3ccccc3)s2)cc1
Ac374,O=C(O)CCC(=O)c1ccc2ccccc2c1,228.247,17,4,acyclic_ali,c1ccc2ccccc2c1
Ac375,C[C@@H](Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O,344.754,24,5,acyclic_ali,c1ccc(Oc2cnc3ccccc3n2)cc1
Ac376,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,329.808,22,4,acyclic_ali,c1ccc(-c2csc(-c3ccccc3)n2)cc1
Ac381,O=C(O)c1c(Cl)cc(Cl)cc1Cl,225.458,12,1,benzoic,c1ccccc1
Ac384,O=C(O)CCCCCN1C(=O)c2ccccc2C1=O,261.277,19,6,acyclic_ali,O=C1NC(=O)c2ccccc21
Ac385,O=C(O)/C=C/c1ccc(Cl)cc1Cl,217.051,13,2,other,c1ccccc1
Ac386,O=C(O)c1cc(Br)cc([N+](=O)[O-])c1,246.016,13,2,benzoic,c1ccccc1
Ac387,Cc1cccc(C(=O)O)c1I,262.046,11,1,benzoic,c1ccccc1
Ac388,O=C(O)c1ccccc1OP(=O)(O)O,218.101,14,3,benzoic,c1ccccc1
Ac389,O=C(O)c1c(F)cc(Br)cc1F,236.999,12,1,benzoic,c1ccccc1
Ac392,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,239.485,13,2,acyclic_ali,c1ccccc1
Ac394,CO[C@H]([C@@H](C)C(=O)O)[C@@H]1CCCN1C(=O)OC(C)(C)C,287.356,20,4,acyclic_ali,C1CCNC1
Ac395,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,358.547,25,10,benzoic,c1ccccc1
Ac396,CC1(C)OB(c2cccc(C(=O)O)c2)OC1(C)C,248.087,18,2,benzoic,c1ccc(B2OCCO2)cc1
Ac398,O=C(O)c1ccc(/N=N/c2ccccc2)cc1,226.235,17,3,benzoic,c1ccc(N=Nc2ccccc2)cc1
Ac399,Cc1c([N+](=O)[O-])cc(C(=O)O)cc1[N+](=O)[O-],226.144,16,3,benzoic,c1ccccc1
Ac400,CCCCCCCCCCCOc1ccc(C(=O)O)cc1,292.419,21,12,benzoic,c1ccccc1
Ac401,O=C(O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,235.151,17,2,aryl_other,O=c1ccc2ccccc2o1
Ac403,O=C(O)c1ccc(Br)c(Cl)c1,235.464,11,1,benzoic,c1ccccc1
Ac404,O=C(O)C(=O)c1cccc(Br)c1,229.029,12,2,other,c1ccccc1
Ac405,COC(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,225.156,16,3,benzoic,c1ccccc1
Ac406,O=C(O)c1ccc(Br)c2ccccc12,251.079,14,1,benzoic,c1ccc2ccccc2c1
Ac408,O=C(O)CCCC(=O)OCc1ccccc1,222.24,16,6,acyclic_ali,c1ccccc1
Ac410,COc1cccc2cc(C(=O)O)c(=O)oc12,220.18,16,2,aryl_other,O=c1ccc2ccccc2o1
Ac413,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,339.347,25,6,acyclic_ali,c1ccc(-c2conc2-c2ccccc2)cc1
Ac414,O=C(O)c1cc2cc(Cl)ccc2oc1=O,224.599,15,1,aryl_other,O=c1ccc2ccccc2o1
Ac415,O=C(O)c1cccc2c(Br)cccc12,251.079,14,1,benzoic,c1ccc2ccccc2c1
Ac418,COc1ccc(CCCC(=O)O)cc1OC,224.256,16,6,acyclic_ali,c1ccccc1
Ac420,O=C(O)C(Br)Cc1ccccc1,229.073,12,3,acyclic_ali,c1ccccc1
Ac422,O=C(O)c1ccccc1Sc1ccccc1,230.288,16,3,benzoic,c1ccc(Sc2ccccc2)cc1
Ac423,O=C(O)COc1ccc(I)cc1,278.045,12,3,acyclic_ali,c1ccccc1
Ac424,O=C(O)c1ccc([N+](=O)[O-])cc1Br,246.016,13,2,benzoic,c1ccccc1
Ac425,CCCCCCOC(=O)c1ccccc1C(=O)O,250.294,18,7,benzoic,c1ccccc1
Ac426,O=C(O)c1cc(Br)cnc1Cl,236.452,11,1,aryl_other,c1ccncc1
Ac428,O=C(O)C(Cc1ccccc1)Cc1ccccc1,240.302,18,5,acyclic_ali,c1ccc(CCCc2ccccc2)cc1
Ac429,O=C(O)CSc1ccc(Br)cc1,247.113,12,3,acyclic_ali,c1ccccc1
Ac430,O=C(O)c1ccc(Br)c([N+](=O)[O-])c1,246.016,13,2,benzoic,c1ccccc1
Ac432,COc1ccc(I)c(C(=O)O)c1,278.045,12,2,benzoic,c1ccccc1
Ac433,O=C(O)CCc1cccc(C(F)(F)F)c1,218.174,15,3,acyclic_ali,c1ccccc1
Ac434,CC(C)Oc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1,298.294,22,3,benzoic,O=c1c2ccccc2oc2ccccc12
Ac437,CC1=C(C)C(=O)C(C(C)(C)CC(=O)O)=C(C)C1=O,250.294,18,3,acyclic_ali,O=C1C=CC(=O)C=C1
Ac438,O=C(O)c1cccc(Br)c1F,219.009,11,1,benzoic,c1ccccc1
Ac440,O=C(CC(C(=O)O)c1ccccc1)c1ccccc1,254.285,19,5,acyclic_ali,O=C(CCc1ccccc1)c1ccccc1
Ac441,O=C(O)COc1c(Cl)cc(Cl)cc1Cl,255.484,14,3,acyclic_ali,c1ccccc1
Ac445,COc1cc(I)c(C(=O)O)cc1OC,308.071,14,3,benzoic,c1ccccc1
Ac446,CC(C)(C)OC(=O)N1CCC(CCC(=O)O)CC1,257.33,18,3,acyclic_ali,C1CCNCC1
Ac448,O=C(O)CCSC(=S)SCc1ccccc1,272.416,16,5,acyclic_ali,c1ccccc1
Ac449,O=C(O)c1ccc(-c2ccc(Cl)cc2)o1,222.627,15,2,heteroaryl,c1ccc(-c2ccco2)cc1
Ac450,COc1ccc2c(CC(=O)O)cc(=O)oc2c1,234.207,17,3,acyclic_ali,O=c1ccc2ccccc2o1
Ac451,O=C(O)CCc1ccc(I)cc1,276.073,12,3,acyclic_ali,c1ccccc1
Ac452,O=C(O)c1ccc(C2(C(F)(F)F)N=N2)cc1,230.145,16,2,benzoic,c1ccc(C2N=N2)cc1
Ac453,O=C(O)c1cc(I)ccc1Cl,282.464,11,1,benzoic,c1ccccc1
Ac454,O=C(O)c1c(F)cccc1Br,219.009,11,1,benzoic,c1ccccc1
Ac456,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,233.267,17,2,cyclic_ali,O=C(c1ccccc1)N1CCCCC1
Ac458,O=C(O)c1ccc(Cl)c(Br)c1,235.464,11,1,benzoic,c1ccccc1
Ac460,O=C(O)C(C1CCCCC1)C1CCCCC1,224.344,16,3,acyclic_ali,C1CCC(CC2CCCCC2)CC1
Ac461,Cc1c(C(=O)O)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,381.646,24,3,heteroaryl,c1ccc(-c2ccnn2-c2ccccc2)cc1
Ac462,O=C(O)Cc1c(F)c(F)c(F)c(F)c1F,226.1,15,2,acyclic_ali,c1ccccc1
Ac463,COc1cc(C(=O)O)ccc1Br,231.045,12,2,benzoic,c1ccccc1
Ac464,O=C(O)c1cccc2cccc(Br)c12,251.079,14,1,benzoic,c1ccc2ccccc2c1
Ac466,C=C(C)C(=O)OCCOC(=O)c1ccccc1C(=O)O,278.26,20,6,benzoic,c1ccccc1
Ac468,O=C(O)CCCCCCCc1ccccc1,220.312,16,8,acyclic_ali,c1ccccc1
Ac469,Cc1ccc(S(=O)(=O)NC(C)C(=O)O)cc1,243.284,16,4,alpha_amino,c1ccccc1
Ac470,CCOC(=O)C(Cc1ccccc1)C(=O)O,222.24,16,5,acyclic_ali,c1ccccc1
Ac471,O=C(O)Cc1cccc(I)c1,262.046,11,2,acyclic_ali,c1ccccc1
Ac472,O=C(O)c1c(F)cccc1I,266.009,11,1,benzoic,c1ccccc1
Ac474,O=C(O)c1cc(F)c(F)cc1Br,236.999,12,1,benzoic,c1ccccc1
Ac475,O=C(O)CCc1cccc(Br)c1,229.073,12,3,acyclic_ali,c1ccccc1
Ac476,O=C(O)CCCCC(=O)OCc1ccccc1,236.267,17,7,acyclic_ali,c1ccccc1
Ac477,O=C(O)c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,334.371,25,7,benzoic,c1ccc(COc2ccccc2OCc2ccccc2)cc1
Ac479,COc1cc(C(=O)O)cc(OC)c1OC(C)=O,240.211,17,4,benzoic,c1ccccc1
Ac481,O=C(O)c1ccc(C(F)(F)F)nc1Cl,225.553,14,1,aryl_other,c1ccncc1
Ac482,O=C(O)c1cc(F)cc(Br)c1,219.009,11,1,benzoic,c1ccccc1
Ac483,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1ccccc13)OCO2,311.249,23,2,benzoic,c1ccc2c(c1)ccc1ccc3c(c12)OCO3
Ac485,CCS(=O)(=O)c1ccc(CC(=O)O)cc1,228.269,15,4,acyclic_ali,c1ccccc1
Ac487,O=C(O)c1cc(C(F)(F)F)ccc1Cl,224.565,14,1,benzoic,c1ccccc1
Ac488,O=C(O)CCCc1ccc(I)cc1,290.1,13,4,acyclic_ali,c1ccccc1
Ac490,O=C(O)c1cc([N+](=O)[O-])ccc1I,293.016,13,2,benzoic,c1ccccc1
Ac491,O=C(O)c1ccc(Br)cc1Br,279.915,11,1,benzoic,c1ccccc1
Ac492,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],226.144,16,3,benzoic,c1ccccc1
Ac493,COc1ccc(C(=O)O)c(Br)c1,231.045,12,2,benzoic,c1ccccc1
Ac496,O=C(O)c1cc(C(F)(F)F)ccc1Br,269.016,14,1,benzoic,c1ccccc1
Ac497,COc1ccc(C(=O)O)c(I)c1,278.045,12,2,benzoic,c1ccccc1
Ac498,CC(=O)Oc1ccc(C(=O)O)cc1OC(C)=O,238.195,17,3,benzoic,c1ccccc1
Ac499,O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,233.179,17,3,heteroaryl,c1ccc(-c2ccco2)cc1
Ac500,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,253.71,16,3,acyclic_ali,c1ccc(-c2nccs2)cc1
Ac501,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,282.299,21,5,acyclic_ali,c1ccc(Cn2ncc3ccccc32)cc1
Ac502,O=C(O)CS(=O)(=O)c1ccc(Cl)cc1,234.66,14,3,acyclic_ali,c1ccccc1
Ac503,O=C(O)C(=O)c1ccccc1Br,229.029,12,2,other,c1ccccc1
Ac504,CC(C)N(CCCCOCC(=O)O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,419.525,31,11,acyclic_ali,c1ccc(-c2nccnc2-c2ccccc2)cc1
Ac507,C=C[C@]1(C)C=C2CC[C@H]3[C@@](C)(CCC[C@@]3(C)C(=O)O)[C@@H]2CC1,302.458,22,2,alpha_quat,C1=C2CCC3CCCCC3C2CCC1
Ac508,COc1cc(OC)c(OC)cc1/C=C/C(=O)O,238.239,17,5,other,c1ccccc1
Ac509,O=C(O)c1cc(Br)cc(C(F)(F)F)c1,269.016,14,1,benzoic,c1ccccc1
Ac510,O=C(O)c1cc(Br)c(Br)o1,269.876,10,1,heteroaryl,c1ccoc1
Ac511,O=C(O)CSc1nc2ccccc2s1,225.294,14,3,acyclic_ali,c1ccc2scnc2c1
Ac514,O=C(O)COc1cccc(Cl)c1Cl,221.039,13,3,acyclic_ali,c1ccccc1
Ac517,O=C(O)c1ccc(C(=O)CBr)cc1,243.056,13,3,benzoic,c1ccccc1
Ac518,O=C(O)c1cc(I)cc(I)c1,373.915,11,1,benzoic,c1ccccc1
Ac519,COc1ccc(C(=O)O)cc1I,278.045,12,2,benzoic,c1ccccc1
Ac520,COc1ccc(CC(=O)O)cc1Br,245.072,13,3,acyclic_ali,c1ccccc1
Ac521,COc1cc(Br)ccc1C(=O)O,231.045,12,2,benzoic,c1ccccc1
Ac523,O=C(O)c1cnc(Cl)c(Br)c1,236.452,11,1,aryl_other,c1ccncc1
Ac524,O=C(O)c1ccccc1C(=O)c1ccc(F)cc1,244.221,18,3,benzoic,O=C(c1ccccc1)c1ccccc1
Ac525,COc1cc(Br)c(CC(=O)O)cc1OC,275.098,15,4,acyclic_ali,c1ccccc1
Ac526,Cc1ccc(S(=O)(=O)NCCC(=O)O)cc1,243.284,16,5,acyclic_ali,c1ccccc1
Ac527,CC(C)(C)[Si](OCC(=O)O)(c1ccccc1)c1ccccc1,314.457,22,5,acyclic_ali,c1ccc([SiH2]c2ccccc2)cc1
Ac530,O=C(O)c1ncc(C(F)(F)F)cc1Cl,225.553,14,1,heteroaryl,c1ccncc1
Ac531,O=C(O)c1ccc(CCBr)cc1,229.073,12,3,benzoic,c1ccccc1
Ac533,CSc1ncc(Br)c(C(=O)O)n1,249.089,12,2,heteroaryl,c1cncnc1
Ac535,O=C(O)C1CC(=O)N(Cc2ccccc2)C1,219.24,16,3,cyclic_ali,O=C1CCCN1Cc1ccccc1
Ac537,O=C(O)c1cc(F)c(Br)cc1F,236.999,12,1,benzoic,c1ccccc1
Ac538,O=C(O)c1c(Cl)ccc([N+](=O)[O-])c1Cl,236.01,14,2,benzoic,c1ccccc1
Ac539,CC(C(=O)O)c1ccc(Br)cc1,229.073,12,2,acyclic_ali,c1ccccc1
Ac542,CC(=O)Oc1cc(OC(C)=O)cc(C(=O)O)c1,238.195,17,3,benzoic,c1ccccc1
Ac544,CC(C)(C)OC(=O)N1CCC(C(=O)O)(c2ccccc2)CC1,305.374,22,2,alpha_quat,c1ccc(C2CCNCC2)cc1
Ac545,O=C(O)[C@@H](c1ccc(OCc2ccc3ccccc3n2)cc1)C1CCCC1,361.441,27,6,acyclic_ali,c1ccc2nc(COc3ccc(CC4CCCC4)cc3)ccc2c1
Ac549,O=C(O)c1cc(Br)nc(Br)c1,280.903,11,1,aryl_other,c1ccncc1
Ac550,O=C(O)CP(c1ccccc1)c1ccccc1,244.23,17,4,acyclic_ali,c1ccc(Pc2ccccc2)cc1
Ac551,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,294.348,14,1,benzoic,c1ccccc1
Ac554,O=C(O)CCc1ccc(Cl)c(Cl)c1,219.067,13,3,acyclic_ali,c1ccccc1
Ac555,O=C(O)c1ccccc1C(=O)c1ccc(Br)cc1,305.127,18,3,benzoic,O=C(c1ccccc1)c1ccccc1
Ac556,O=C(O)/C=C/c1ccccc1C(F)(F)F,216.158,15,2,other,c1ccccc1
Ac559,O=C(O)c1cc(I)ccc1F,266.009,11,1,benzoic,c1ccccc1
Ac562,NS(=O)(=O)c1cc(C(=O)O)ccc1Cl,235.648,14,2,benzoic,c1ccccc1
Ac563,COc1ccc(S(N)(=O)=O)cc1C(=O)O,231.229,15,3,benzoic,c1ccccc1
Ac564,O=C(O)c1ccccc1SCc1ccccc1,244.315,17,4,benzoic,c1ccc(CSc2ccccc2)cc1
Ac566,COc1ccc(/C=C/C(=O)O)c(OC)c1OC,238.239,17,5,other,c1ccccc1
Ac567,O=C(O)c1cc(Br)sc1Br,285.944,10,1,aryl_other,c1ccsc1
Ac568,O=C(O)c1cc2cc([N+](=O)[O-])ccc2s1,223.209,15,2,heteroaryl,c1ccc2sccc2c1
Ac569,O=C(O)CCCCN1C(=O)c2ccccc2C1=O,247.25,18,5,acyclic_ali,O=C1NC(=O)c2ccccc21
Ac570,O=C(O)c1ccc(-c2ccccc2Cl)o1,222.627,15,2,heteroaryl,c1ccc(-c2ccco2)cc1
Ac573,O=C(O)C1CN(C(=O)OCc2ccccc2)C1,235.239,17,3,cyclic_ali,O=C(OCc1ccccc1)N1CCC1
Ac574,O=C(O)C1CCN(Cc2ccccc2)CC1,219.284,16,3,cyclic_ali,c1ccc(CN2CCCCC2)cc1
Ac575,O=C(O)CCC(=O)c1cccc2ccccc12,228.247,17,4,acyclic_ali,c1ccc2ccccc2c1
Ac576,O=C(O)CCC(=O)c1ccc(Cl)c(Cl)c1,247.077,15,4,acyclic_ali,c1ccccc1
Ac578,O=C(O)CP(=O)(c1ccccc1)c1ccccc1,260.229,18,4,acyclic_ali,O=[PH](c1ccccc1)c1ccccc1
Ac579,O=C(O)C1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)CC1,351.402,26,3,cyclic_ali,O=C(OCC1c2ccccc2-c2ccccc21)N1CCCCC1
Ac580,CC(C)(C)OC(=O)N1CCc2cc(C(=O)O)ccc2C1,277.32,20,1,benzoic,c1ccc2c(c1)CCNC2
Ac582,NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl,270.093,15,2,benzoic,c1ccccc1
Ac583,Cc1ccc(I)cc1C(=O)O,262.046,11,1,benzoic,c1ccccc1
Ac584,CC12CCC(C(C(=O)C(=O)O)C1=O)C2(C)C,224.256,16,2,other,O=C1CC2CCC1C2
Ac586,O=C(O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,258.155,18,2,benzoic,c1ccc(-c2ncon2)cc1
Ac587,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,446.909,32,6,other,C(=C(c1ccccc1)c1ccc2[nH]ncc2c1)c1ccccc1
Ac589,N#CC(C(=O)O)=C(c1ccccc1)c1ccccc1,249.269,19,3,other,C=C(c1ccccc1)c1ccccc1
Ac590,COC(=O)c1ccc(C(=O)O)cc1[N+](=O)[O-],225.156,16,3,benzoic,c1ccccc1
Ac593,Cc1cccc(I)c1C(=O)O,262.046,11,1,benzoic,c1ccccc1
Ac594,CCOc1cc(C(=O)O)cc(OCC)c1OCC,254.282,18,7,benzoic,c1ccccc1
Ac595,O=C(O)c1ccc(SC(F)(F)F)cc1,222.187,14,2,benzoic,c1ccccc1
Ac596,O=C(O)CCCCC(CCSCc1ccccc1)SCc1ccccc1,388.598,26,13,acyclic_ali,c1ccc(CSCCCSCc2ccccc2)cc1
Ac597,O=C(O)c1cc([N+](=O)[O-])c(F)cc1Cl,219.555,14,2,benzoic,c1ccccc1
Ac598,O=C(O)Cc1cncc(Br)c1,216.034,11,2,acyclic_ali,c1ccncc1
Ac600,CC(=O)Oc1ccc(C(=O)O)c(OC(C)=O)c1,238.195,17,3,benzoic,c1ccccc1
Ac601,O=C(O)c1ccc(F)cc1I,266.009,11,1,benzoic,c1ccccc1
Ac602,CCC(C(=O)O)c1ccc(CC(C)C)cc1,220.312,16,5,acyclic_ali,c1ccccc1
Ac604,CC(C(=O)O)c1ccc(C2CCCCC2)c2ccccc12,282.383,21,3,acyclic_ali,c1ccc2c(C3CCCCC3)cccc2c1
Ac605,Cc1ccc(C2=CCC(C)(C)c3ccc(C#Cc4ccc(C(=O)O)cc4)cc32)cc1,392.498,30,2,benzoic,C(#Cc1ccc2c(c1)C(c1ccccc1)=CCC2)c1ccccc1
Ac606,Cc1nc(Br)sc1C(=O)O,222.063,10,1,heteroaryl,c1cscn1
Ac607,Cc1cc(=O)oc2cc(OCC(=O)O)ccc12,234.207,17,3,acyclic_ali,O=c1ccc2ccccc2o1
Ac610,O=C(O)c1cc(I)ccc1I,373.915,11,1,benzoic,c1ccccc1
Ac611,O=C(O)c1ccc(Cl)c(S(=O)(=O)Cl)c1,255.078,14,2,benzoic,c1ccccc1
Ac612,O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,217.18,16,2,benzoic,c1ccc2ccccc2c1
Ac613,CC(C)(C)OC(=O)c1ccc(C(=O)O)cc1,222.24,16,2,benzoic,c1ccccc1
Ac614,O=C(O)c1cc(Br)ccc1[N+](=O)[O-],246.016,13,2,benzoic,c1ccccc1
Ac616,CCCCOc1ccc(/C=C/C(=O)O)cc1,220.268,16,6,other,c1ccccc1
Ac619,Cc1c(-c2ccccc2)oc2c(C(=O)O)cccc2c1=O,280.279,21,2,benzoic,O=c1cc(-c2ccccc2)oc2ccccc12
Ac621,O=C(O)c1ccc(/C=C/c2ccccc2)cc1,224.259,17,3,benzoic,C(=Cc1ccccc1)c1ccccc1
Ac622,O=C(O)c1c(C(F)(F)F)cccc1C(F)(F)F,258.117,17,1,benzoic,c1ccccc1
Ac623,O=C(O)Cc1ccc(F)cc1Br,233.036,12,2,acyclic_ali,c1ccccc1
Ac624,O=C(O)c1ccc(Br)c(Br)c1,279.915,11,1,benzoic,c1ccccc1
Ac625,Cc1c(I)cccc1C(=O)O,262.046,11,1,benzoic,c1ccccc1
Ac626,COc1ccc(Br)c(OC)c1C(=O)O,261.071,14,3,benzoic,c1ccccc1
Ac628,O=C(O)c1ccc(C(F)(F)F)cc1Br,269.016,14,1,benzoic,c1ccccc1
Ac629,CC(C(=O)O)c1ccc(CBr)cc1,243.1,13,3,acyclic_ali,c1ccccc1
Ac631,O=C(O)c1ccc(Sc2ccccc2)cc1,230.288,16,3,benzoic,c1ccc(Sc2ccccc2)cc1
Ac632,Cc1cc(C(=O)O)ccc1I,262.046,11,1,benzoic,c1ccccc1
Ac633,COc1cc(C(=O)O)cc(OC)c1Br,261.071,14,3,benzoic,c1ccccc1
Ac634,CC(=O)Oc1ccc(Br)cc1C(=O)O,259.055,14,2,benzoic,c1ccccc1
Ac637,O=C(O)Cc1ccc(Br)cc1F,233.036,12,2,acyclic_ali,c1ccccc1
Ac638,Cc1c(C(=O)O)cc(Br)cc1[N+](=O)[O-],260.043,14,2,benzoic,c1ccccc1
Ac640,O=C(O)c1c(Br)cccc1Br,279.915,11,1,benzoic,c1ccccc1
Ac641,O=C(O)c1ccc(I)c([N+](=O)[O-])c1,293.016,13,2,benzoic,c1ccccc1
Ac642,O=C(O)C(Br)c1ccc(Cl)cc1,249.491,12,2,acyclic_ali,c1ccccc1
Ac644,O=C(O)c1ccc(S(=O)(=O)c2ccccc2)cc1,262.286,18,3,benzoic,O=S(=O)(c1ccccc1)c1ccccc1
Ac645,COc1ccc(OC)c(C(=O)CCC(=O)O)c1,238.239,17,6,acyclic_ali,c1ccccc1
Ac647,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2CC1,234.339,17,2,other,C1=C2CCCCC2CC1
Ac648,CCCCCCCCOc1ccc(/C=C/C(=O)O)cc1,276.376,20,10,other,c1ccccc1
Ac653,O=C(O)/C=C/c1ccc(OC(F)(F)F)cc1,232.157,16,3,other,c1ccccc1
Ac654,O=C(O)c1ccc2c(c1)OCCOCCOCCOCCO2,312.318,22,1,benzoic,c1ccc2c(c1)OCCOCCOCCOCCO2
Ac655,O=C(O)C1(c2ccc(Cl)cc2)CCCC1,224.687,15,2,alpha_quat,c1ccc(C2CCCC2)cc1
Ac657,O=C(O)COc1c(Cl)cccc1Cl,221.039,13,3,acyclic_ali,c1ccccc1
Ac658,O=C(O)C1c2ccccc2Cc2ccccc21,224.259,17,1,cyclic_ali,c1ccc2c(c1)Cc1ccccc1C2
Ac659,O=C(O)CSc1ccc2ccccc2c1,218.277,15,3,acyclic_ali,c1ccc2ccccc2c1
Ac661,O=C(O)c1ccc2c(Br)cccc2c1,251.079,14,1,benzoic,c1ccc2ccccc2c1
Ac662,N#CSc1ccc([N+](=O)[O-])c(C(=O)O)c1,224.197,15,3,benzoic,c1ccccc1
Ac663,CCC(Oc1ccc(Cl)cc1Cl)C(=O)O,249.093,15,4,acyclic_ali,c1ccccc1
Ac664,COc1cc(CC(=O)O)c([N+](=O)[O-])cc1OC,241.199,17,5,acyclic_ali,c1ccccc1
Ac665,COc1cc(OC)c(C(=O)O)cc1Br,261.071,14,3,benzoic,c1ccccc1
Ac666,COc1ccc(Br)c(CC(=O)O)c1,245.072,13,3,acyclic_ali,c1ccccc1
Ac667,CC1(C)OB(c2ccc(CC(=O)O)cc2)OC1(C)C,262.114,19,3,acyclic_ali,c1ccc(B2OCCO2)cc1
Ac668,O=C(c1ccccc1)c1cccnc1C(=O)O,227.219,17,3,heteroaryl,O=C(c1ccccc1)c1cccnc1
Ac669,Cc1nc(-c2ccccc2)sc1C(=O)O,219.265,15,2,heteroaryl,c1ccc(-c2nccs2)cc1
Ac670,Cc1nc(C(=O)O)c(-c2ccccc2)s1,219.265,15,2,heteroaryl,c1ccc(-c2cncs2)cc1
Ac671,O=C(O)c1ccc(-c2cccc([N+](=O)[O-])c2)o1,233.179,17,3,heteroaryl,c1ccc(-c2ccco2)cc1
Ac675,O=C(O)c1c(Br)cc(Br)cc1Br,358.811,12,1,benzoic,c1ccccc1
Ac676,O=C(O)c1cc(Cl)c(Cl)c(Cl)c1Cl,259.903,13,1,benzoic,c1ccccc1
Ac677,O=C(O)C1C(c2ccccc2)=C1c1ccccc1,236.27,18,3,cyclic_ali,c1ccc(C2=C(c3ccccc3)C2)cc1
Ac678,O=C(O)c1ccc(OC(=O)c2ccccc2)cc1,242.23,18,3,benzoic,O=C(Oc1ccccc1)c1ccccc1
Ac679,O=C(O)COc1ccccc1Br,231.045,12,3,acyclic_ali,c1ccccc1
Ac681,COc1cc(C(=O)C(=O)O)cc(OC)c1OC,240.211,17,5,other,c1ccccc1
Ac682,COC(=O)c1cc(C(=O)O)cc(C(=O)OC)c1,238.195,17,3,benzoic,c1ccccc1
Ac684,O=C(O)C1CCCN(C(=O)OCc2ccccc2)C1,263.293,19,3,cyclic_ali,O=C(OCc1ccccc1)N1CCCCC1
